time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2024-08-02T03:00,19.5,91,18.0,21.6,0.30,0.30,0.00,NaN,51,1013.1,1008.0,30,17,19,11,0.00,0.20,5.4,14.4,270,273,23.8,21.4,24.0,19.9,15.4,0.272,0.206,0.212,0.326
2024-08-02T04:00,18.5,97,18.0,20.9,2.10,2.10,0.00,NaN,61,1013.2,1008.1,20,5,24,3,0.00,0.07,3.6,3.2,174,243,11.2,20.9,23.8,19.9,15.4,0.300,0.206,0.212,0.326
2024-08-02T05:00,18.8,95,17.9,20.5,0.00,0.00,0.00,NaN,0,1012.7,1007.6,8,0,13,0,0.00,0.12,7.9,16.7,246,263,14.4,20.5,23.5,19.9,15.4,0.299,0.207,0.212,0.326
2024-08-02T06:00,18.8,96,18.2,21.1,0.00,0.00,0.00,NaN,1,1013.0,1007.9,46,42,14,0,0.01,0.09,4.7,13.4,293,297,14.0,20.3,23.3,19.9,15.4,0.298,0.207,0.212,0.326
2024-08-02T07:00,19.7,93,18.5,21.3,0.00,0.00,0.00,NaN,1,1013.0,1007.9,31,32,3,0,0.04,0.17,10.9,15.1,326,327,20.5,20.5,23.0,19.9,15.4,0.297,0.207,0.212,0.326
2024-08-02T08:00,20.4,88,18.4,22.0,0.00,0.00,0.00,NaN,1,1013.1,1008.0,23,26,0,0,0.10,0.29,10.1,13.7,333,333,21.2,21.1,22.9,19.9,15.4,0.296,0.208,0.212,0.326
2024-08-02T09:00,21.5,80,17.9,22.8,0.00,0.00,0.00,NaN,3,1013.4,1008.4,90,100,0,0,0.19,0.51,10.8,14.0,330,331,23.0,21.9,22.7,19.9,15.4,0.295,0.208,0.212,0.326
2024-08-02T10:00,22.6,75,17.8,24.1,0.10,0.10,0.00,NaN,51,1013.3,1008.3,60,63,6,0,0.25,0.70,9.2,12.0,318,319,23.0,22.8,22.7,19.9,15.4,0.294,0.208,0.212,0.326
2024-08-02T11:00,23.4,69,17.5,24.9,0.10,0.10,0.00,NaN,51,1013.3,1008.3,30,29,6,0,0.29,0.88,8.0,10.5,297,297,21.2,23.7,22.7,19.9,15.4,0.293,0.208,0.212,0.326
2024-08-02T12:00,24.9,62,17.2,26.9,0.00,0.00,0.00,NaN,0,1013.2,1008.2,9,7,5,0,0.47,1.18,9.5,12.1,281,282,23.0,25.1,22.7,20.0,15.4,0.290,0.208,0.212,0.326
2024-08-02T13:00,25.8,57,16.6,27.7,0.00,0.00,0.00,NaN,0,1012.8,1007.8,12,5,12,0,0.53,1.44,11.3,14.3,279,280,25.2,26.3,22.9,20.0,15.4,0.286,0.208,0.212,0.326
2024-08-02T14:00,26.3,58,17.5,29.1,0.10,0.10,0.00,NaN,51,1012.8,1007.8,15,9,12,0,0.54,1.42,8.7,10.9,277,279,21.6,27.9,23.4,20.0,15.4,0.260,0.205,0.212,0.326
2024-08-02T15:00,26.9,53,16.5,28.4,0.00,0.00,0.00,NaN,0,1012.6,1007.7,16,8,14,0,0.51,1.67,11.2,14.2,291,291,24.1,28.3,23.6,20.0,15.4,0.257,0.205,0.212,0.326
2024-08-02T16:00,27.2,49,15.6,27.4,0.00,0.00,0.00,NaN,0,1012.2,1007.3,10,6,8,0,0.48,1.83,15.2,19.7,301,301,29.9,28.4,23.8,20.0,15.4,0.254,0.205,0.212,0.326
2024-08-02T17:00,26.2,52,15.7,25.5,0.00,0.00,0.00,NaN,0,1012.0,1007.0,10,5,10,0,0.40,1.62,18.2,24.4,308,307,34.9,28.1,24.0,20.0,15.4,0.251,0.204,0.211,0.326
2024-08-02T18:00,25.4,55,15.8,24.6,0.00,0.00,0.00,NaN,1,1012.3,1007.3,37,34,11,0,0.30,1.45,19.4,26.8,312,312,35.6,27.4,24.2,20.0,15.4,0.249,0.204,0.211,0.326
2024-08-02T19:00,24.1,61,16.1,23.6,0.00,0.00,0.00,NaN,1,1012.6,1007.6,34,27,4,24,0.19,1.16,17.9,26.1,322,321,36.7,26.5,24.2,20.0,15.4,0.248,0.204,0.211,0.326
2024-08-02T20:00,22.8,65,16.0,22.8,0.00,0.00,0.00,NaN,0,1013.2,1008.2,14,6,0,28,0.10,0.96,14.3,24.7,321,323,32.0,25.4,24.3,20.0,15.4,0.247,0.204,0.211,0.326
2024-08-02T21:00,21.2,69,15.2,21.0,0.00,0.00,0.00,NaN,0,1014.3,1009.3,2,0,0,8,0.07,0.79,13.5,24.2,312,314,25.2,24.3,24.2,20.0,15.4,0.247,0.204,0.211,0.326
2024-08-02T22:00,19.8,71,14.5,19.4,0.00,0.00,0.00,NaN,0,1014.7,1009.6,2,1,0,4,0.04,0.66,12.8,23.7,310,313,23.4,23.2,24.1,20.1,15.4,0.246,0.204,0.211,0.326
2024-08-02T23:00,18.8,73,13.9,18.4,0.00,0.00,0.00,NaN,0,1015.0,1009.9,4,0,1,10,0.03,0.58,11.2,21.9,310,312,22.0,22.4,24.0,20.1,15.4,0.246,0.204,0.211,0.326
2024-08-03T00:00,17.8,78,13.9,17.7,0.00,0.00,0.00,NaN,0,1014.8,1009.7,0,0,0,1,0.01,0.45,9.0,19.3,307,315,19.4,21.5,23.8,20.1,15.4,0.245,0.204,0.211,0.326
2024-08-03T01:00,17.1,81,13.9,17.2,0.00,0.00,0.00,NaN,0,1014.9,1009.8,1,0,1,0,0.01,0.36,7.7,18.6,307,314,16.2,20.8,23.6,20.1,15.4,0.245,0.204,0.211,0.326
2024-08-03T02:00,16.1,89,14.3,16.7,0.00,0.00,0.00,NaN,0,1015.4,1010.3,0,0,0,0,0.00,0.20,5.4,14.2,290,306,14.4,20.3,23.3,20.1,15.4,0.244,0.204,0.211,0.326
2024-08-03T03:00,15.5,93,14.3,16.2,0.00,0.00,0.00,NaN,0,1015.3,1010.1,0,0,0,0,0.00,0.13,4.7,12.6,274,297,9.0,19.7,23.1,20.1,15.4,0.244,0.204,0.211,0.326
2024-08-03T04:00,15.2,94,14.2,15.7,0.00,0.00,0.00,NaN,0,1015.0,1009.8,7,0,0,24,0.00,0.11,5.5,12.8,259,281,9.0,19.2,22.8,20.1,15.4,0.244,0.204,0.211,0.326
2024-08-03T05:00,15.0,94,14.1,15.2,0.00,0.00,0.00,NaN,0,1014.9,1009.7,11,0,0,36,0.00,0.10,7.8,16.9,257,271,13.0,18.7,22.6,20.1,15.4,0.244,0.204,0.211,0.326
2024-08-03T06:00,15.1,93,14.1,15.1,0.00,0.00,0.00,NaN,1,1015.1,1009.9,30,0,0,100,0.01,0.11,9.0,18.8,265,274,15.1,18.4,22.3,20.1,15.5,0.244,0.204,0.211,0.326
2024-08-03T07:00,16.4,87,14.3,16.5,0.00,0.00,0.00,NaN,1,1015.4,1010.3,30,0,0,100,0.04,0.23,8.6,16.0,270,278,16.6,18.7,22.0,20.1,15.5,0.243,0.204,0.211,0.326
2024-08-03T08:00,17.8,82,14.6,18.1,0.00,0.00,0.00,NaN,1,1015.5,1010.4,31,1,0,100,0.12,0.38,8.4,11.8,280,282,19.1,19.5,21.9,20.1,15.5,0.243,0.204,0.211,0.326
2024-08-03T09:00,19.7,73,14.7,19.8,0.00,0.00,0.00,NaN,2,1015.7,1010.6,71,46,0,100,0.21,0.62,9.9,12.6,289,290,22.0,20.6,21.7,20.1,15.5,0.242,0.204,0.211,0.326
2024-08-03T10:00,20.9,67,14.6,21.0,0.00,0.00,0.00,NaN,3,1015.6,1010.5,100,100,0,97,0.28,0.81,9.5,12.0,279,279,22.0,21.8,21.7,20.1,15.5,0.240,0.204,0.211,0.326
2024-08-03T11:00,21.5,64,14.3,21.3,0.00,0.00,0.00,NaN,3,1015.5,1010.5,100,100,0,100,0.25,0.93,10.9,14.5,264,263,23.4,22.4,21.7,20.1,15.5,0.239,0.204,0.211,0.326
2024-08-03T12:00,22.4,59,14.0,21.8,0.00,0.00,0.00,NaN,3,1015.2,1010.2,100,96,1,100,0.29,1.11,12.4,16.2,253,253,25.6,23.1,21.7,20.1,15.5,0.237,0.204,0.211,0.326
2024-08-03T13:00,23.4,54,13.7,22.6,0.00,0.00,0.00,NaN,3,1014.9,1009.9,100,100,2,100,0.34,1.32,13.7,18.3,247,248,27.4,23.7,21.8,20.1,15.5,0.235,0.203,0.211,0.326
2024-08-03T14:00,23.6,54,13.8,23.1,0.00,0.00,0.00,NaN,3,1015.4,1010.4,100,100,80,100,0.34,1.34,11.8,15.3,247,246,24.5,24.0,21.7,20.1,15.5,0.236,0.204,0.212,0.326
2024-08-03T15:00,23.9,53,13.8,23.5,0.00,0.00,0.00,NaN,3,1015.0,1010.0,100,56,97,100,0.28,1.38,11.0,14.8,251,252,24.8,24.2,21.9,20.1,15.5,0.234,0.203,0.212,0.326
2024-08-03T16:00,23.9,54,13.9,23.3,0.00,0.00,0.00,NaN,3,1014.6,1009.6,100,83,70,99,0.25,1.38,12.9,17.4,247,248,24.8,24.2,22.0,20.1,15.5,0.233,0.203,0.212,0.326
2024-08-03T17:00,24.1,54,14.1,23.5,0.00,0.00,0.00,NaN,3,1014.4,1009.4,100,86,91,99,0.26,1.39,13.7,18.4,247,247,25.9,24.3,22.0,20.1,15.5,0.231,0.203,0.211,0.326
2024-08-03T18:00,23.6,55,14.2,22.8,0.00,0.00,0.00,NaN,3,1014.2,1009.2,100,100,9,100,0.20,1.30,14.8,20.1,241,241,27.0,24.0,22.1,20.1,15.5,0.230,0.203,0.211,0.326
2024-08-03T19:00,23.0,60,14.9,22.7,0.00,0.00,0.00,NaN,3,1014.1,1009.1,100,100,17,90,0.13,1.11,12.8,20.1,248,249,27.0,23.5,22.2,20.1,15.5,0.229,0.203,0.211,0.326
2024-08-03T20:00,22.1,66,15.4,22.1,0.00,0.00,0.00,NaN,3,1014.3,1009.3,100,100,47,99,0.09,0.92,12.4,20.3,240,243,22.3,23.0,22.2,20.1,15.5,0.229,0.203,0.211,0.326
2024-08-03T21:00,20.7,75,16.1,21.2,0.30,0.30,0.00,NaN,51,1014.9,1009.8,38,4,40,36,0.05,0.60,10.7,20.3,237,240,22.0,22.3,22.2,20.1,15.5,0.232,0.203,0.211,0.326
2024-08-03T22:00,19.9,82,16.7,21.2,0.30,0.30,0.00,NaN,51,1015.0,1009.9,100,94,39,36,0.01,0.42,7.4,17.6,241,247,18.4,21.4,22.1,20.1,15.5,0.234,0.203,0.211,0.326
2024-08-03T23:00,19.9,84,17.0,21.2,0.00,0.00,0.00,NaN,1,1014.9,1009.8,44,28,7,50,0.01,0.38,8.2,18.4,229,242,13.7,20.9,22.1,20.1,15.5,0.234,0.203,0.211,0.326
2024-08-04T00:00,19.3,85,16.7,20.2,0.00,0.00,0.00,NaN,1,1014.9,1009.8,42,5,12,100,0.01,0.34,9.8,20.9,242,251,16.6,20.4,21.9,20.1,15.5,0.234,0.203,0.212,0.326
2024-08-04T01:00,18.7,86,16.4,19.4,0.00,0.00,0.00,NaN,1,1014.8,1009.7,29,6,10,58,0.01,0.30,10.3,22.0,245,252,17.6,19.9,21.8,20.1,15.5,0.234,0.203,0.212,0.326
2024-08-04T02:00,19.4,88,17.5,20.2,0.00,0.00,0.00,NaN,3,1015.4,1010.3,100,68,19,99,0.01,0.26,13.3,23.4,257,260,23.4,19.7,21.4,20.1,15.5,0.351,0.213,0.211,0.326
2024-08-04T03:00,19.1,90,17.4,19.9,0.00,0.00,0.00,NaN,3,1015.2,1010.1,100,40,65,100,0.00,0.22,12.6,22.0,270,274,23.0,19.5,21.3,20.1,15.5,0.348,0.214,0.211,0.326
2024-08-04T04:00,18.3,92,17.0,18.9,0.00,0.00,0.00,NaN,3,1015.3,1010.2,100,81,4,100,0.00,0.16,12.8,21.1,302,303,22.0,19.3,21.1,20.1,15.5,0.344,0.215,0.212,0.326
2024-08-04T05:00,16.9,89,15.1,16.5,0.00,0.00,0.00,NaN,1,1015.8,1010.7,32,2,0,100,0.01,0.20,14.3,22.9,298,300,25.6,18.9,21.0,20.1,15.5,0.341,0.216,0.212,0.326
2024-08-04T06:00,16.2,90,14.5,16.0,0.00,0.00,0.00,NaN,3,1016.1,1011.0,100,100,0,100,0.02,0.18,11.4,19.3,294,297,25.2,18.4,20.8,20.1,15.5,0.338,0.217,0.212,0.326
2024-08-04T07:00,16.5,87,14.4,16.3,0.00,0.00,0.00,NaN,3,1016.4,1011.3,100,100,3,100,0.04,0.24,10.6,15.3,294,297,20.2,18.3,20.7,20.1,15.5,0.336,0.218,0.212,0.326
2024-08-04T08:00,17.0,84,14.2,17.0,0.00,0.00,0.00,NaN,2,1016.7,1011.6,60,33,0,100,0.07,0.32,9.7,13.4,301,301,19.8,18.5,20.5,20.1,15.5,0.333,0.219,0.212,0.326
2024-08-04T09:00,18.2,79,14.4,18.4,0.00,0.00,0.00,NaN,0,1016.8,1011.7,14,6,0,29,0.17,0.45,8.9,11.2,291,291,20.5,19.4,20.4,20.1,15.5,0.330,0.220,0.212,0.326
2024-08-04T10:00,19.7,70,14.1,19.5,0.00,0.00,0.00,NaN,0,1017.1,1012.0,12,3,0,32,0.32,0.69,10.4,13.3,290,289,23.8,20.7,20.4,20.1,15.6,0.326,0.220,0.212,0.326
2024-08-04T11:00,21.0,63,13.6,21.1,0.00,0.00,0.00,NaN,1,1017.2,1012.1,30,8,0,77,0.40,0.93,12.1,15.5,287,288,27.0,21.9,20.4,20.0,15.6,0.322,0.220,0.211,0.326
2024-08-04T12:00,21.7,57,12.8,22.1,0.00,0.00,0.00,NaN,1,1016.9,1011.8,36,7,0,100,0.45,1.12,10.7,13.6,282,281,26.6,23.0,20.6,20.0,15.6,0.317,0.220,0.211,0.326
2024-08-04T13:00,22.2,55,12.8,22.4,0.00,0.00,0.00,NaN,2,1017.0,1012.0,57,30,0,100,0.45,1.20,10.7,13.7,290,288,24.8,23.8,20.7,20.0,15.6,0.313,0.220,0.211,0.326
2024-08-04T14:00,22.7,54,12.8,22.6,0.00,0.00,0.00,NaN,1,1017.2,1012.2,38,9,0,100,0.39,1.27,7.1,8.8,294,289,19.1,24.4,20.9,20.0,15.6,0.308,0.220,0.211,0.326
2024-08-04T15:00,23.3,52,13.0,23.9,0.00,0.00,0.00,NaN,1,1016.8,1011.8,33,4,0,97,0.45,1.36,7.6,9.4,289,288,19.8,25.0,21.1,20.0,15.6,0.304,0.220,0.211,0.326
2024-08-04T16:00,23.4,51,12.7,23.5,0.00,0.00,0.00,NaN,1,1016.5,1011.5,35,6,0,100,0.40,1.42,7.0,8.8,291,289,19.4,25.2,21.4,20.0,15.6,0.300,0.220,0.211,0.326
2024-08-04T17:00,23.3,51,12.7,23.2,0.00,0.00,0.00,NaN,1,1016.2,1011.2,34,5,0,100,0.30,1.40,6.4,8.0,308,306,17.6,25.0,21.6,20.0,15.6,0.297,0.220,0.210,0.326
2024-08-04T18:00,22.9,53,12.9,22.8,0.00,0.00,0.00,NaN,1,1016.2,1011.2,31,1,0,100,0.20,1.30,6.5,8.2,326,322,15.5,24.4,21.7,20.0,15.6,0.295,0.220,0.210,0.326
2024-08-04T19:00,22.1,59,13.7,22.5,0.00,0.00,0.00,NaN,1,1015.9,1010.9,30,0,0,100,0.11,1.09,5.0,8.2,339,337,14.0,23.6,21.8,20.0,15.6,0.293,0.220,0.210,0.326
2024-08-04T20:00,20.4,67,14.0,20.9,0.00,0.00,0.00,NaN,1,1016.0,1010.9,30,0,0,100,0.05,0.80,5.5,12.5,349,348,9.4,22.7,21.9,20.0,15.6,0.292,0.220,0.210,0.326
2024-08-04T21:00,18.6,74,13.8,18.6,0.00,0.00,0.00,NaN,1,1016.3,1011.2,30,0,0,100,0.04,0.56,8.0,9.5,342,349,10.4,21.5,21.9,20.0,15.6,0.291,0.220,0.210,0.326
2024-08-04T22:00,20.2,61,12.5,20.5,0.00,0.00,0.00,NaN,1,1016.2,1011.1,30,0,0,100,0.00,0.91,3.1,4.5,315,331,9.4,20.6,21.8,20.0,15.6,0.291,0.221,0.210,0.326
2024-08-04T23:00,17.5,77,13.4,17.5,0.00,0.00,0.00,NaN,1,1016.4,1011.3,28,0,0,94,0.01,0.46,7.1,8.5,336,348,7.6,19.8,21.6,20.0,15.6,0.290,0.221,0.210,0.326
2024-08-05T00:00,16.8,80,13.4,16.8,0.00,0.00,0.00,NaN,1,1016.6,1011.5,22,0,0,72,0.01,0.38,7.6,17.7,5,20,12.2,19.2,21.5,20.0,15.6,0.289,0.221,0.210,0.326
2024-08-05T01:00,15.8,85,13.2,15.8,0.00,0.00,0.00,NaN,1,1016.5,1011.3,24,0,0,80,0.00,0.27,6.9,17.1,39,48,13.3,18.7,21.3,20.0,15.6,0.289,0.221,0.211,0.326
2024-08-05T02:00,14.6,92,13.4,14.9,0.00,0.00,0.00,NaN,1,1016.5,1011.3,22,0,0,73,0.00,0.13,5.6,12.8,40,52,9.4,18.3,21.2,20.0,15.6,0.286,0.220,0.209,0.325
2024-08-05T03:00,14.0,94,13.1,14.1,0.00,0.00,0.00,NaN,0,1016.4,1011.2,0,0,0,1,0.00,0.10,6.4,11.6,43,60,8.6,17.8,21.0,20.0,15.6,0.285,0.220,0.209,0.325
2024-08-05T04:00,13.7,95,12.8,13.7,0.00,0.00,0.00,NaN,0,1016.1,1010.9,0,0,0,0,0.00,0.08,5.7,11.3,35,63,8.6,17.3,20.8,20.0,15.6,0.285,0.221,0.209,0.325
2024-08-05T05:00,13.4,95,12.6,13.3,0.00,0.00,0.00,NaN,0,1015.8,1010.6,0,0,0,0,0.00,0.07,6.2,11.1,36,65,8.3,17.0,20.5,20.0,15.6,0.284,0.221,0.209,0.325
2024-08-05T06:00,13.6,95,12.9,13.9,0.00,0.00,0.00,NaN,0,1015.8,1010.6,0,0,0,0,0.01,0.07,4.3,11.2,48,75,8.6,16.7,20.3,20.0,15.6,0.284,0.221,0.209,0.325
2024-08-05T07:00,15.3,88,13.4,15.8,0.00,0.00,0.00,NaN,0,1015.8,1010.6,0,0,0,0,0.03,0.20,4.0,10.9,63,84,9.7,17.1,20.1,20.0,15.6,0.283,0.221,0.209,0.325
2024-08-05T08:00,17.4,82,14.3,18.3,0.00,0.00,0.00,NaN,0,1015.6,1010.5,0,0,0,0,0.12,0.36,3.3,9.5,84,99,11.5,18.1,19.9,20.0,15.6,0.282,0.221,0.209,0.325
2024-08-05T09:00,20.0,73,15.0,21.0,0.00,0.00,0.00,NaN,0,1015.5,1010.4,0,0,0,0,0.23,0.63,4.6,6.3,108,114,14.0,19.6,19.9,20.0,15.6,0.280,0.221,0.209,0.325
2024-08-05T10:00,22.2,63,14.9,23.0,0.00,0.00,0.00,NaN,0,1015.2,1010.2,0,0,0,0,0.35,0.99,5.9,7.4,137,141,16.6,21.3,19.9,20.0,15.6,0.278,0.221,0.209,0.325
2024-08-05T11:00,23.8,58,15.0,25.4,0.00,0.00,0.00,NaN,0,1015.1,1010.1,0,0,0,0,0.45,1.24,6.2,8.0,159,162,18.0,22.9,20.1,20.0,15.6,0.275,0.221,0.209,0.325
2024-08-05T12:00,24.9,55,15.3,27.0,0.00,0.00,0.00,NaN,0,1014.6,1009.6,0,0,0,0,0.52,1.41,7.0,8.8,168,168,19.1,24.4,20.3,19.9,15.6,0.272,0.220,0.209,0.325
2024-08-05T13:00,25.7,52,15.3,28.1,0.00,0.00,0.00,NaN,0,1014.3,1009.3,0,0,0,0,0.56,1.57,7.2,9.0,174,178,19.8,25.6,20.6,19.9,15.6,0.268,0.220,0.208,0.325
2024-08-05T14:00,26.8,47,14.4,28.9,0.00,0.00,0.00,NaN,0,1013.9,1008.9,0,0,0,0,0.58,1.87,6.8,8.6,177,180,19.4,26.7,20.9,19.9,15.6,0.261,0.217,0.206,0.325
2024-08-05T15:00,27.2,46,14.5,29.0,0.00,0.00,0.00,NaN,0,1013.5,1008.6,0,0,0,0,0.55,1.95,6.9,8.8,186,189,18.7,27.3,21.3,19.9,15.6,0.258,0.217,0.205,0.325
2024-08-05T16:00,27.5,44,14.3,28.6,0.00,0.00,0.00,NaN,0,1013.0,1008.1,0,0,0,0,0.49,2.04,7.3,9.3,191,193,18.4,27.6,21.6,19.9,15.6,0.254,0.216,0.205,0.325
2024-08-05T17:00,27.4,44,14.0,27.7,0.00,0.00,0.00,NaN,0,1012.6,1007.7,0,0,0,0,0.40,2.05,7.3,9.4,200,203,17.6,27.4,21.9,19.9,15.7,0.252,0.216,0.205,0.325
2024-08-05T18:00,27.1,44,13.9,27.2,0.00,0.00,0.00,NaN,0,1012.3,1007.4,0,0,0,0,0.29,1.99,7.6,9.8,205,208,16.6,26.9,22.2,19.9,15.7,0.250,0.215,0.205,0.325
2024-08-05T19:00,25.8,55,16.1,27.2,0.00,0.00,0.00,NaN,0,1012.2,1007.2,0,0,0,0,0.16,1.49,5.0,10.9,201,207,14.4,26.0,22.4,19.9,15.7,0.249,0.215,0.205,0.325
2024-08-05T20:00,22.6,67,16.2,23.7,0.00,0.00,0.00,NaN,0,1012.3,1007.3,0,0,0,0,0.07,0.90,7.3,12.9,200,207,9.7,24.7,22.5,19.9,15.7,0.248,0.215,0.205,0.325
2024-08-05T21:00,20.7,71,15.2,21.3,0.00,0.00,0.00,NaN,0,1012.6,1007.6,0,0,0,0,0.05,0.71,7.3,15.0,213,215,11.2,23.3,22.5,20.0,15.7,0.248,0.215,0.205,0.325
2024-08-05T22:00,19.9,72,14.8,20.4,0.00,0.00,0.00,NaN,0,1012.7,1007.6,0,0,0,0,0.02,0.65,7.5,17.8,215,222,11.9,22.1,22.5,20.0,15.7,0.248,0.215,0.205,0.325
2024-08-05T23:00,19.5,71,14.1,19.6,0.00,0.00,0.00,NaN,0,1012.7,1007.6,0,0,0,0,0.02,0.65,8.4,20.0,223,232,14.0,21.3,22.4,20.0,15.7,0.247,0.215,0.205,0.325
2024-08-06T00:00,19.0,69,13.1,18.8,0.00,0.00,0.00,NaN,0,1012.6,1007.5,0,0,0,0,0.03,0.69,8.5,21.4,234,243,14.4,20.6,22.3,20.0,15.7,0.247,0.215,0.205,0.325
2024-08-06T01:00,18.7,67,12.6,18.1,0.00,0.00,0.00,NaN,0,1012.3,1007.2,0,0,0,0,0.03,0.70,9.4,22.3,238,249,15.8,20.1,22.1,20.0,15.7,0.247,0.216,0.205,0.325
2024-08-06T02:00,18.4,73,13.4,18.4,0.00,0.00,0.00,NaN,0,1012.2,1007.1,3,3,0,0,0.01,0.58,7.2,18.1,264,275,18.0,19.7,22.0,20.0,15.7,0.238,0.210,0.199,0.325
2024-08-06T03:00,16.6,84,14.0,16.9,0.00,0.00,0.00,NaN,0,1011.9,1006.8,0,0,0,0,0.00,0.30,6.8,13.0,252,272,11.9,19.2,21.8,20.0,15.7,0.237,0.210,0.199,0.325
2024-08-06T04:00,15.8,90,14.1,16.2,0.00,0.00,0.00,NaN,0,1011.7,1006.6,0,0,0,0,0.00,0.19,5.9,12.6,256,267,10.1,18.7,21.6,20.0,15.7,0.237,0.210,0.199,0.325
2024-08-06T05:00,15.6,92,14.3,16.0,0.00,0.00,0.00,NaN,0,1011.8,1006.7,0,0,0,0,0.00,0.14,6.9,17.8,276,277,11.5,18.3,21.4,20.0,15.7,0.237,0.210,0.199,0.325
2024-08-06T06:00,15.5,94,14.6,16.2,0.00,0.00,0.00,NaN,0,1011.8,1006.7,0,0,0,0,0.01,0.10,5.8,15.7,274,281,11.5,18.0,21.2,20.0,15.7,0.237,0.210,0.199,0.325
2024-08-06T07:00,17.3,89,15.4,18.3,0.00,0.00,0.00,NaN,1,1012.0,1006.9,29,0,0,98,0.04,0.22,5.4,12.4,262,278,11.5,18.3,21.0,20.0,15.7,0.237,0.210,0.199,0.325
2024-08-06T08:00,19.6,81,16.2,21.2,0.00,0.00,0.00,NaN,1,1012.0,1006.9,30,0,0,100,0.12,0.43,3.2,8.4,243,260,10.8,19.4,20.9,20.0,15.7,0.236,0.210,0.199,0.325
2024-08-06T09:00,22.0,73,16.9,23.8,0.00,0.00,0.00,NaN,1,1012.2,1007.2,30,0,0,100,0.22,0.72,4.7,6.6,247,248,13.3,20.8,20.8,20.0,15.7,0.235,0.210,0.199,0.325
2024-08-06T10:00,23.8,63,16.5,24.9,0.00,0.00,0.00,NaN,1,1012.0,1007.0,30,0,0,100,0.33,1.08,7.7,10.3,233,234,18.7,22.4,20.9,20.0,15.7,0.234,0.210,0.199,0.325
2024-08-06T11:00,25.0,58,16.2,26.1,0.00,0.00,0.00,NaN,0,1011.9,1006.9,1,1,0,1,0.44,1.32,11.0,14.3,221,221,24.8,23.9,21.0,19.9,15.7,0.232,0.209,0.199,0.325
2024-08-06T12:00,25.9,55,16.1,27.4,0.00,0.00,0.00,NaN,0,1011.7,1006.7,0,0,0,0,0.53,1.51,12.5,15.9,219,219,27.4,25.3,21.2,19.9,15.7,0.229,0.209,0.199,0.325
2024-08-06T13:00,26.8,49,15.1,28.0,0.00,0.00,0.00,NaN,0,1011.3,1006.4,0,0,0,0,0.58,1.80,13.2,17.1,227,228,28.4,26.4,21.4,19.9,15.7,0.226,0.208,0.199,0.325
2024-08-06T14:00,27.8,44,14.4,28.8,0.00,0.00,0.00,NaN,0,1011.2,1006.3,0,0,0,0,0.60,2.10,13.0,16.8,224,223,28.8,27.5,21.7,19.9,15.7,0.221,0.207,0.197,0.325
2024-08-06T15:00,28.2,42,14.0,28.7,0.00,0.00,0.00,NaN,0,1010.8,1005.9,0,0,0,0,0.58,2.23,13.6,17.4,230,230,28.1,28.0,22.0,19.9,15.7,0.218,0.206,0.197,0.325
2024-08-06T16:00,28.0,44,14.7,28.2,0.00,0.00,0.00,NaN,0,1010.7,1005.8,8,0,0,28,0.51,2.11,13.5,18.0,241,241,28.4,28.2,22.3,20.0,15.7,0.216,0.206,0.197,0.325
2024-08-06T17:00,27.8,46,15.1,27.8,0.00,0.00,0.00,NaN,0,1010.5,1005.6,9,4,5,9,0.40,2.03,11.8,15.7,230,233,27.7,28.0,22.6,20.0,15.7,0.214,0.205,0.197,0.325
2024-08-06T18:00,27.7,46,15.0,27.6,0.00,0.00,0.00,NaN,2,1010.3,1005.4,79,52,53,0,0.30,2.02,12.1,16.6,240,240,23.4,27.5,22.8,20.0,15.7,0.212,0.205,0.197,0.325
2024-08-06T19:00,25.8,57,16.7,25.8,0.00,0.00,0.00,NaN,3,1010.6,1005.6,100,83,36,96,0.19,1.41,15.6,24.3,277,276,27.4,26.6,23.0,20.0,15.7,0.211,0.205,0.197,0.325
2024-08-06T20:00,24.1,63,16.6,24.5,0.00,0.00,0.00,NaN,1,1011.1,1006.1,32,0,4,100,0.10,1.11,13.3,23.1,273,273,28.4,25.6,23.1,20.0,15.7,0.211,0.205,0.197,0.325
2024-08-06T21:00,22.8,68,16.7,23.9,0.00,0.00,0.00,NaN,2,1011.5,1006.5,53,15,16,100,0.05,0.88,8.4,18.4,260,271,23.0,24.5,23.2,20.0,15.7,0.210,0.205,0.197,0.325
2024-08-06T22:00,21.7,74,16.9,23.0,0.00,0.00,0.00,NaN,2,1012.0,1007.0,70,32,19,100,0.02,0.67,7.3,17.7,259,266,14.0,23.6,23.2,20.0,15.7,0.210,0.205,0.197,0.325
